country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
Africa,1981,,495655683,,15.939,0.032,549.365,12.875,2.4,1206.91,69.986,6.156,2.436,1.08,0.623,1.109,0.492,0.284,237.34,0.479,,,,242.219,9979.639,81390.227,5712.236,940.721,181.522,110347.625,2902.94,,3831.083,,52.539,0.106,29.401,0.059,,,659.667,1.331,,,,,214.146,0.432,,,1898.898,3.957,2.886,5.152,3.388,2.943,1.607,7.011,1.57,14.628,0.362,20.274,1.518,,22.153,1.052,15.02,2.505,,8.375,0.026,0.037,0.068,0.005,,,,
Africa,1982,,510540596,,17.009,0.033,572.577,23.212,4.225,1172.469,-34.441,-2.854,2.297,1.019,0.571,1.122,0.498,0.279,250.232,0.49,,,,259.228,10552.216,82562.695,5962.469,985.671,205.507,110949.766,3139.341,,3963.747,,44.95,0.088,23.985,0.047,,,602.142,1.18,,,,,236.401,0.463,,,2023.654,4.242,3.032,5.033,3.511,3.004,1.649,6.973,1.607,14.785,0.388,20.221,1.573,,19.081,0.878,13.657,2.833,,8.378,0.027,0.037,0.069,0.005,,,,
Africa,1983,,525335348,,18.682,0.036,595.413,22.836,3.988,1489.803,317.334,27.065,2.837,1.286,0.7,1.134,0.514,0.28,260.943,0.497,,,,277.91,11147.629,84052.492,6223.412,1026.95,235.938,111846.422,3383.419,,3966.524,,41.279,0.079,30.431,0.058,,,896.654,1.707,,,,,244.078,0.465,,,2083.755,4.558,3.133,6.257,3.568,3.074,1.692,6.958,1.645,14.927,0.424,20.208,1.628,,19.394,1.102,18.661,2.955,,8.385,0.028,0.038,0.07,0.005,,,,
Africa,1984,,540183119,,19.395,0.036,650.254,54.841,9.211,1768.368,278.565,18.698,3.275,1.489,0.797,1.204,0.548,0.293,286.063,0.53,,,,297.304,11797.883,85820.859,6509.475,1072.514,283.508,112966.766,3635.082,,3976.943,,45.564,0.084,47.57,0.088,,,1120.341,2.075,,,,,251.663,0.466,,,2148.277,4.643,3.307,7.082,3.73,3.143,1.738,6.961,1.686,15.178,0.483,20.216,1.682,,24.398,1.58,21.114,3.022,,8.398,0.028,0.039,0.072,0.005,,,,
Africa,1985,,555652995,,19.095,0.034,666.655,16.401,2.522,1928.969,160.601,9.082,3.472,1.566,0.838,1.2,0.541,0.29,294.697,0.531,,,,316.4,12464.539,87749.828,6804.172,1123.914,332.356,114230.922,3887.697,,4023.186,,51.4,0.093,48.848,0.088,,,1264.153,2.276,,,,,252.614,0.455,,,2235.495,4.517,3.28,7.593,3.586,3.202,1.783,6.974,1.726,15.507,0.537,20.258,1.732,,28.328,1.565,24.883,3.034,,8.411,0.029,0.039,0.073,0.005,,,,
Africa,1986,,571646786,,18.313,0.032,690.671,24.015,3.602,1646.11,-282.859,-14.664,2.88,1.308,0.698,1.209,0.549,0.293,305.787,0.535,,,,334.712,13155.209,89395.938,7109.959,1176.932,390.713,115189.234,4142.892,,3990.702,,53.018,0.093,58.357,0.102,,,958.319,1.677,,,,,255.195,0.447,,,2281.272,4.159,3.348,6.394,3.668,3.243,1.828,6.962,1.766,15.867,0.602,20.244,1.777,,31.248,1.916,18.729,2.976,,8.408,0.029,0.04,0.075,0.005,,,,
Africa,1987,,588080029,,19.906,0.034,690.763,0.093,0.013,1612.237,-33.873,-2.058,2.742,1.265,0.667,1.175,0.542,0.286,312.518,0.532,,,,354.618,13845.972,91008.18,7422.477,1221.794,458.585,116113.555,4388.498,,4004.209,,44.862,0.076,67.872,0.115,,,924.317,1.572,,,,,245.605,0.418,,,2354.796,4.335,3.247,6.11,3.627,3.289,1.869,6.945,1.805,16.118,0.673,20.225,1.815,,27.522,2.053,18.078,2.838,,8.401,0.03,0.041,0.076,0.005,,,,
Africa,1988,,604511530,,21.533,0.036,726.007,35.243,5.102,1612.27,0.032,0.002,2.668,1.212,0.624,1.201,0.546,0.281,322.719,0.534,,,,376.152,14571.979,92620.445,7745.196,1271.028,527.537,117001.852,4652.067,,4169.531,,49.233,0.081,68.952,0.114,,,888.3,1.47,,,,,263.569,0.436,,,2520.53,4.453,3.284,5.935,3.622,3.339,1.91,6.924,1.844,16.367,0.736,20.202,1.856,,26.539,1.989,17.56,2.937,,8.401,0.031,0.042,0.078,0.005,,,,
Africa,1989,,621167964,,22.502,0.036,699.179,-26.827,-3.695,1566.573,-45.697,-2.834,2.523,1.142,0.602,1.126,0.51,0.269,313.482,0.505,,,,398.653,15271.158,94187.023,8058.677,1293.076,598.939,117871.719,4921.812,,4063.964,,22.048,0.036,71.403,0.115,,,869.87,1.401,,,,,269.746,0.434,,,2524.404,4.56,3.12,5.743,3.518,3.391,1.944,6.901,1.879,16.334,0.795,20.182,1.894,,14.632,1.962,17.866,2.954,,8.395,0.031,0.042,0.079,0.005,,,,
Africa,1990,,638157571,,22.758,0.036,659.297,-39.882,-5.704,1629.404,62.831,4.011,2.554,1.17,0.607,1.033,0.473,0.246,295.753,0.464,588.57,0.923,0.423,421.411,15930.455,95816.422,8354.431,1313.871,674.894,118841.992,5165.849,,4086.444,,20.795,0.033,75.954,0.119,2.428,3.367,970.264,1.521,714.81,1.12,312.74,0.49,244.036,0.383,,,2607.795,4.608,2.897,5.896,3.404,3.44,1.971,6.881,1.909,16.053,0.853,20.18,1.92,,7.763,1.982,19.894,2.638,,8.397,0.032,0.043,0.08,0.006,2148.5,1549.44,-70.727,-10.728
Africa,1991,,655040869,,24.383,0.037,688.954,29.657,4.498,1649.328,19.925,1.223,2.519,1.151,0.613,1.052,0.481,0.256,306.5,0.468,611.883,0.934,0.427,445.795,16619.41,97465.75,8660.931,1334.669,753.36,119801.406,5424.654,,3976.666,,20.799,0.032,78.466,0.12,2.451,3.382,959.418,1.465,740.89,1.131,316.52,0.483,258.805,0.395,,,2604.879,4.802,2.964,5.89,3.562,3.494,1.999,6.861,1.941,15.762,0.907,20.18,1.946,,7.35,2.007,20.168,2.662,,8.411,0.032,0.044,0.082,0.006,2215.11,1605.49,-77.071,-11.187
Africa,1992,,671931834,,24.862,0.037,668.606,-20.348,-2.953,1860.546,211.217,12.806,2.77,1.277,0.681,0.995,0.459,0.245,288.582,0.43,623.1,0.928,0.428,470.657,17288.016,99326.297,8949.514,1358.02,827.633,120991.25,5682.192,,3935.098,,23.351,0.035,74.273,0.111,2.422,3.33,1189.847,1.771,748.77,1.114,319.64,0.476,257.538,0.383,,,2644.118,4.7,2.961,6.773,3.436,3.542,2.024,6.86,1.968,15.577,0.951,20.214,1.973,,9.322,1.876,24.329,2.791,,8.431,0.033,0.045,0.084,0.006,2237.26,1627.6,-45.506,-6.806
Africa,1993,,689140286,,24.563,0.036,708.741,40.135,6.003,1973.726,113.181,6.083,2.865,1.322,0.724,1.029,0.475,0.26,318.848,0.463,643.181,0.934,0.431,495.22,17996.758,101300.023,9268.361,1379.81,909.354,122256.43,5944.01,,3847.371,,21.79,0.032,81.722,0.119,2.405,3.29,1265.179,1.836,762.15,1.106,321.66,0.467,261.818,0.38,,,2651.378,4.454,3.107,7.128,3.751,3.578,2.053,6.865,2.001,15.396,0.999,20.26,2,,8.928,2.009,25.945,2.836,,8.453,0.034,0.046,0.085,0.006,2267.39,1657.71,-65.56,-9.25
Africa,1994,,706488557,,25.059,0.035,719.465,10.724,1.513,2115.383,141.657,7.177,2.995,1.36,0.757,1.019,0.463,0.257,330.698,0.468,653.508,0.925,0.42,520.28,18716.221,103415.406,9599.059,1401.607,994.943,123652.562,6200.333,,3879.322,,21.797,0.031,85.588,0.121,2.474,3.336,1396.131,1.977,782.85,1.108,383.62,0.543,256.323,0.363,,,2740.697,4.258,3.132,7.484,3.868,3.606,2.08,6.876,2.035,15.218,1.046,20.313,2.023,,8.787,2.086,26.363,2.766,,8.49,0.035,0.046,0.087,0.006,2357.19,1747.54,-65.957,-9.168
Africa,1995,,724331972,,27.021,0.037,771.882,52.417,7.286,2177.917,62.533,2.956,3.008,1.338,0.747,1.066,0.474,0.265,346.863,0.479,689.077,0.952,0.423,547.301,19488.104,105593.32,9945.922,1425.704,1096.499,125058.812,6472.678,,3936.807,,24.097,0.033,101.557,0.14,2.496,3.339,1406.243,1.942,798.76,1.103,388.34,0.536,272.345,0.376,,,2851.555,4.341,3.29,7.576,3.944,3.636,2.111,6.889,2.07,15.079,1.103,20.367,2.049,,9.838,2.412,26.592,2.908,,8.54,0.036,0.047,0.089,0.006,2418.23,1808.08,-82.805,-10.728
Africa,1996,,742765067,,27.617,0.037,783.332,11.45,1.483,2084.466,-93.451,-4.291,2.807,1.193,0.697,1.055,0.448,0.262,353.13,0.476,674.927,0.909,0.386,574.918,20271.436,107677.797,10299.052,1449.491,1204.519,126360.18,6743.456,,3936.949,,23.787,0.032,108.019,0.145,2.521,3.314,1301.38,1.753,818.49,1.102,374.32,0.504,270.778,0.365,,,2924.229,4.347,3.242,7.079,3.917,3.665,2.14,6.893,2.104,14.94,1.161,20.404,2.071,,9.623,2.457,24.624,2.808,,8.59,0.037,0.048,0.091,0.006,2461.64,1872.27,-108.405,-13.839
Africa,1997,,761224818,,27.907,0.037,812.606,29.274,3.737,2142.792,58.326,2.798,2.816,1.165,0.702,1.068,0.442,0.266,360.843,0.474,702.827,0.924,0.382,602.825,21084.041,109820.586,10659.896,1472.885,1299.724,127690.656,7048.713,,3922.852,,23.394,0.031,95.205,0.125,2.495,3.281,1330.472,1.748,829.01,1.089,378.87,0.498,305.257,0.401,,,2986.172,4.22,3.344,6.823,4.024,3.688,2.17,6.892,2.138,14.798,1.201,20.385,2.102,,9.328,2.158,18.726,3.119,,8.626,0.038,0.049,0.093,0.007,2497.94,1899.46,-109.779,-13.509
Africa,1998,,779908311,,28.906,0.037,837.844,25.238,3.106,2260.018,117.226,5.471,2.899,1.166,0.738,1.075,0.432,0.274,355.518,0.456,750.487,0.963,0.387,631.731,21921.887,112080.602,11015.414,1495.846,1412.436,129113.125,7366.46,,3888.152,,22.961,0.029,112.712,0.145,2.491,3.299,1422.475,1.824,866.65,1.111,405.11,0.519,317.747,0.408,,,3032.402,4.389,3.46,7.609,4.074,3.715,2.201,6.905,2.172,14.675,1.254,20.433,2.134,,9.557,2.513,25.926,3.215,,8.674,0.039,0.05,0.095,0.007,2572.78,1942.7,-87.357,-10.426
Africa,1999,,799099611,,30.167,0.038,830.411,-7.433,-0.887,2100.405,-159.613,-7.062,2.629,1.033,0.661,1.04,0.408,0.261,366.536,0.459,743.938,0.931,0.366,661.899,22752.297,114181.008,11381.949,1519.415,1526.812,130383.438,7662.222,,3911.04,,23.569,0.03,114.377,0.143,2.428,3.211,1270.309,1.59,860.87,1.077,403.42,0.505,295.762,0.37,,,3125.31,4.366,3.358,6.95,4.139,3.74,2.229,6.906,2.205,14.573,1.302,20.456,2.156,,10.126,2.475,23.143,2.925,,8.706,0.039,0.051,0.097,0.007,2565.68,1940.36,-86.473,-10.413
Africa,2000,,818952374,,31.31,0.038,886.403,55.992,6.743,2086.257,-14.148,-0.674,2.548,0.97,0.637,1.083,0.412,0.271,370.263,0.452,719.393,0.879,0.334,693.209,23638.699,116267.258,11752.213,1574.697,1641.162,131583.625,7977.419,,3902.278,,55.282,0.068,114.35,0.14,2.422,3.151,1200.18,1.466,854.14,1.043,404.59,0.494,315.198,0.385,,,3195.78,4.337,3.482,6.825,4.023,3.764,2.26,6.904,2.237,14.71,1.345,20.48,2.182,,19.82,2.417,23.46,3.06,,8.746,0.04,0.052,0.099,0.007,2580.83,1983.22,-167.01,-18.841
Africa,2001,,839464127,,32.762,0.039,884,-2.403,-0.271,2155.969,69.711,3.341,2.569,0.941,0.635,1.053,0.386,0.261,371.99,0.443,733.302,0.874,0.32,725.971,24522.701,118423.234,12124.203,1632.746,1761.288,132855.953,8278.494,,3942.936,,58.049,0.069,120.126,0.143,2.424,3.205,1272.324,1.516,828.8,0.987,410.59,0.489,301.074,0.359,,,3309.953,4.343,3.444,7.09,4.019,3.786,2.288,6.907,2.268,14.862,1.389,20.527,2.202,,20.649,2.516,26.848,2.898,,8.794,0.041,0.053,0.101,0.007,2690.39,2034.72,-150.698,-17.047
Africa,2002,,860611762,,35.178,0.041,892.559,8.559,0.968,2487.322,331.354,15.369,2.891,1.015,0.722,1.037,0.364,0.259,361.126,0.42,738.704,0.859,0.301,761.149,25415.258,120910.555,12485.329,1704.254,1895.642,134451.062,8568.885,,3895.799,,71.508,0.083,134.355,0.156,2.416,3.178,1595.122,1.854,845.29,0.982,423.93,0.493,290.392,0.338,,,3352.77,4.419,3.396,7.907,3.731,3.812,2.315,6.925,2.294,15.103,1.439,20.608,2.218,,23.952,2.739,30.81,2.796,,8.834,0.042,0.054,0.104,0.007,2734.89,2079.23,-153.855,-17.237
Africa,2003,,882349569,,35.452,0.04,967.17,74.611,8.359,2605.066,117.744,4.734,2.953,0.993,0.72,1.097,0.369,0.267,390.897,0.443,800.38,0.907,0.305,796.6,26382.428,123515.617,12876.226,1770.773,2041.423,136089.312,8897.407,,3983.47,,66.519,0.075,145.781,0.165,2.467,3.239,1638.248,1.857,897.75,1.017,448.4,0.508,328.521,0.372,,,3514.813,4.16,3.498,7.822,3.716,3.826,2.344,6.942,2.321,15.286,1.492,20.68,2.241,,22.219,2.869,28.981,3.076,,8.879,0.043,0.055,0.106,0.007,2857.54,2177.1,-166.789,-17.245
Africa,2004,,904781595,,38.115,0.042,1036.637,69.467,7.183,2553.335,-51.731,-1.986,2.823,0.904,0.666,1.146,0.367,0.271,417.522,0.462,852.174,0.942,0.302,834.716,27419.066,126068.953,13293.747,1847.55,2194.111,137606.391,9248.942,,4171.311,,76.777,0.085,152.687,0.169,2.489,3.23,1517.079,1.677,915.18,1.011,446.72,0.494,351.535,0.389,,,3774.125,4.186,3.62,7.51,3.84,3.841,2.375,6.953,2.35,15.516,1.545,20.742,2.266,,23.711,2.904,28.292,3.183,,8.922,0.045,0.056,0.108,0.008,2922.41,2251.76,-184.463,-17.794
Africa,2005,,927898412,,41.906,0.045,1057.361,20.724,1.999,2454.529,-98.807,-3.87,2.646,0.806,0.63,1.14,0.347,0.271,412.797,0.445,877.611,0.946,0.288,876.622,28476.426,128523.484,13706.544,1923.198,2377.748,139003.953,9592.314,,4079.506,,75.649,0.082,183.637,0.198,2.523,3.263,1397.56,1.507,961.11,1.036,470.72,0.507,343.373,0.37,,,3785.367,4.346,3.57,7.15,3.576,3.862,2.405,6.956,2.375,15.696,1.613,20.804,2.288,,21.921,3.413,29.63,3.083,,8.963,0.046,0.057,0.111,0.008,3027.38,2340.66,-179.75,-17
Africa,2006,,951740562,,45.721,0.048,1090.145,32.784,3.101,2459.975,5.447,0.222,2.586,0.748,0.621,1.146,0.331,0.275,419.151,0.441,926.28,0.974,0.282,922.342,29566.572,130983.461,14125.695,1996.751,2557.09,140374.172,9964.692,,4054.325,,73.553,0.077,179.343,0.189,2.478,3.188,1370.226,1.44,959.01,1.008,459.81,0.483,372.378,0.391,,,3858.666,4.347,3.563,6.897,3.439,3.884,2.434,6.955,2.397,15.848,1.672,20.851,2.315,,21.205,3.257,27.009,3.311,,8.995,0.047,0.058,0.113,0.008,3034.3,2358.05,-163.865,-15.032
Africa,2007,,976461747,,49.05,0.05,1132.287,42.142,3.866,2636.092,176.116,7.159,2.701,0.737,0.647,1.16,0.317,0.278,430.315,0.441,971.216,0.995,0.272,971.393,30698.859,133619.547,14556.011,2073.1,2749.413,141878.391,10348.943,,4102.063,,76.349,0.078,192.323,0.197,2.496,3.194,1504.219,1.541,991.26,1.015,479.83,0.491,384.25,0.394,,,4005.508,4.343,3.594,7.334,3.368,3.905,2.464,6.962,2.417,15.992,1.733,20.937,2.342,,20.976,3.378,33.902,3.405,,9.027,0.048,0.059,0.115,0.008,3119.11,2437.22,-161.071,-14.225
Africa,2008,,1001981577,,51.576,0.051,1181.175,48.887,4.318,2891.068,254.977,9.673,2.886,0.748,0.663,1.179,0.306,0.271,454.084,0.453,1016.063,1.014,0.263,1022.969,31880.035,136510.625,15010.095,2145.13,2944.494,143588.719,10757.348,,4236.832,,72.03,0.072,195.08,0.195,2.526,3.211,1710.319,1.708,1015.24,1.013,491.5,0.491,408.404,0.408,,,4245.228,4.509,3.681,7.871,3.442,3.931,2.494,6.98,2.439,16.083,1.79,21.045,2.374,,19.256,3.327,36.836,3.63,,9.065,0.049,0.06,0.118,0.008,3217,2531.07,-165.112,-13.979
Africa,2009,,1028200528,,57.764,0.056,1171.78,-9.395,-0.795,3177.443,286.374,9.905,3.091,0.776,0.731,1.14,0.286,0.27,423.78,0.412,1064.155,1.035,0.26,1080.733,33051.812,139688.062,15433.875,2205.89,3136.208,145594.828,11195.108,,4198.256,,60.76,0.059,191.714,0.187,2.443,3.1,2006.113,1.952,996.71,0.969,483.65,0.47,437.762,0.426,,,4316.649,4.913,3.712,8.682,3.256,3.974,2.524,7.011,2.456,16.081,1.842,21.183,2.413,,16.015,3.333,39.853,3.981,,9.099,0.05,0.062,0.12,0.008,3187.53,2512.12,-107.625,-9.185
Africa,2010,,1055233717,,59.311,0.056,1214.749,42.969,3.667,3488.943,311.5,9.803,3.308,0.786,0.769,1.152,0.274,0.268,429.905,0.408,1094.531,1.038,0.247,1140.044,34266.562,143177,15863.78,2270.219,3338.115,147869.484,11654.404,,4217.788,,64.329,0.061,201.908,0.191,2.489,3.146,2274.648,2.156,1040.5,0.986,510.03,0.483,459.296,0.435,,,4450.751,4.726,3.641,9.133,3.087,4.007,2.551,7.051,2.47,16.102,1.892,21.363,2.451,,16.856,3.259,47.019,4.043,,9.131,0.051,0.063,0.123,0.009,3319.55,2626.94,-120.218,-9.897
Africa,2011,,1082676070,,59.08,0.055,1251.306,36.557,3.009,3728.558,239.616,6.868,3.445,0.815,0.8,1.156,0.274,0.268,422.73,0.391,1146.96,1.06,0.251,1199.124,35517.871,146905.562,16286.51,2328.304,3559.842,150347.156,12144.089,,4143.733,,58.084,0.054,221.726,0.205,2.408,3.015,2477.67,2.289,1005.92,0.929,514.89,0.476,489.685,0.452,,,4486.32,4.377,3.628,9.451,2.868,4.024,2.578,7.096,2.479,16.092,1.947,21.566,2.495,,15.687,3.482,49.912,4.3,,9.158,0.052,0.064,0.125,0.009,3263.84,2606.99,-104.346,-8.339
Africa,2012,,1110797495,,63.726,0.057,1259.537,8.231,0.658,3465.928,-262.63,-7.044,3.121,0.714,0.72,1.134,0.259,0.262,427.736,0.385,1186.673,1.069,0.244,1262.85,36777.406,150371.484,16714.246,2392.582,3793.876,152553.984,12613.854,,4200.126,,64.278,0.058,234.034,0.211,2.45,3.044,2206.827,1.988,1045.68,0.941,519.76,0.468,469.764,0.423,,,4665.49,4.603,3.598,8.701,2.866,4.049,2.604,7.127,2.488,16.112,2.004,21.732,2.531,,16.9,3.6,45.719,4.07,,9.183,0.053,0.066,0.128,0.009,3381.3,2721.7,-72.864,-5.785
Africa,2013,,1140180888,,66.163,0.058,1268.892,9.355,0.743,3206.723,-259.205,-7.479,2.814,0.646,0.637,1.113,0.255,0.252,427.516,0.375,1235.182,1.084,0.249,1329.013,38046.297,153578.203,17141.762,2453.698,4030.488,154492.219,13091.338,,4206.431,,61.116,0.054,236.612,0.208,2.414,2.987,1938.256,1.701,1028.12,0.902,519.23,0.455,477.486,0.419,,,4796.092,4.582,3.593,8.027,2.845,4.073,2.628,7.143,2.495,16.104,2.058,21.864,2.567,,15.771,3.617,41.88,4.107,,9.202,0.054,0.067,0.13,0.009,3406.07,2752.41,-33.711,-2.657
Africa,2014,,1170299297,,70.076,0.06,1350.089,81.197,6.399,2965.408,-241.316,-7.525,2.535,0.572,0.57,1.154,0.26,0.259,441.182,0.377,1322.02,1.13,0.255,1399.089,39396.391,156543.609,17582.943,2512.771,4269.585,156108.016,13631.999,,4210.886,,59.073,0.05,239.098,0.204,2.396,2.951,1615.787,1.381,1026.13,0.877,519.81,0.444,540.66,0.462,,,4927.997,4.672,3.795,7.323,2.931,4.099,2.656,7.147,2.505,16.082,2.108,21.94,2.613,,15.229,3.593,32.857,4.629,,9.211,0.055,0.068,0.132,0.009,3453.88,2804.06,-28.07,-2.079
Africa,2015,,1201108186,,73.669,0.061,1323.759,-26.33,-1.95,2790.352,-175.056,-5.903,2.324,0.52,0.536,1.103,0.247,0.255,419.173,0.349,1328.944,1.107,0.248,1472.758,40720.145,159333.969,18002.117,2570.593,4523.461,157575.125,14151.219,,4204.125,,57.822,0.048,253.875,0.211,2.35,2.899,1467.102,1.222,1043.63,0.869,531.16,0.442,519.22,0.432,,,5049.609,5.1,3.723,6.815,2.85,4.14,2.681,7.141,2.512,16.058,2.161,21.98,2.652,,15.076,3.74,27.241,4.352,,9.21,0.056,0.07,0.135,0.01,3481.93,2822.7,5.185,0.392
Africa,2016,,1232111820,,77.765,0.063,1363.459,39.7,2.999,2822.482,32.13,1.151,2.292,0.514,0.526,1.107,0.248,0.254,426.038,0.346,1344.319,1.092,0.245,1550.523,42083.605,162156.469,18428.154,2628.103,4793.224,159034.703,14683.601,,4205.953,,57.51,0.047,269.763,0.219,2.337,2.908,1459.591,1.185,1068.96,0.868,547.21,0.444,532.382,0.432,,,5182.204,5.227,3.838,7.047,2.967,4.184,2.707,7.139,2.521,16.038,2.216,22.045,2.691,,15.199,3.868,32.236,4.428,,9.206,0.056,0.071,0.137,0.01,3583.36,2879.63,-19.14,-1.404
Africa,2017,,1263333997,,77.602,0.061,1379.49,16.031,1.176,2854.58,32.098,1.137,2.26,0.501,0.523,1.092,0.242,0.253,420.191,0.333,1309.687,1.037,0.23,1628.125,43463.094,165011.031,18848.346,2688.062,5077.563,160510.391,15221.001,,4207.816,,59.959,0.047,284.339,0.225,2.33,2.884,1475.676,1.169,1093.86,0.866,548.6,0.434,537.4,0.426,,,5315.877,5.146,3.822,7.061,2.896,4.221,2.732,7.138,2.528,16.021,2.273,22.116,2.729,,15.296,3.98,34.065,4.39,,9.206,0.057,0.072,0.139,0.01,3643.57,2943.84,-69.804,-5.06
Africa,2018,,1295265310,,80.124,0.062,1366.411,-13.079,-0.948,2716.533,-138.047,-4.836,2.098,0.46,0.491,1.055,0.231,0.247,418.017,0.323,1305.175,1.008,0.221,1708.248,44829.508,167727.562,19266.363,2747.307,5365.025,161861.125,15742.563,,4195.228,,59.245,0.046,287.462,0.222,2.315,2.848,1350.734,1.043,1110.65,0.857,547.7,0.423,521.562,0.403,,,5433.933,5.106,3.71,6.624,2.835,4.256,2.755,7.129,2.534,15.981,2.323,22.175,2.761,,14.376,3.818,32.304,4.252,,9.202,0.058,0.073,0.141,0.01,3688.83,2998.44,-61.236,-4.482
Africa,2019,,1327701380,,80.359,0.061,1467.492,101.081,7.398,2643.174,-73.359,-2.7,1.992,,0.465,1.106,,0.258,458.768,0.346,1380.742,1.04,,1788.608,46296.996,170370.75,19725.131,2807.382,5673.363,163037.406,16302.514,,4187.656,,60.075,0.045,308.338,0.232,2.304,2.821,1176.291,0.886,1127.96,0.85,547.52,0.412,559.951,0.422,,,5559.957,4.968,3.957,6.348,3.115,4.283,2.781,7.115,2.545,15.924,2.378,22.197,2.799,,13.677,4.032,25.811,4.536,,9.196,0.059,0.075,0.144,0.01,3745.88,3058.48,-86.75,-5.911
Africa,2020,,1360677453,,79,0.058,1385.889,-81.602,-5.561,2539.938,-103.236,-3.906,1.867,,0.47,1.019,,0.257,430.011,0.316,1327.956,0.976,,1867.608,47682.887,172910.672,20155.143,2861.714,5978.516,164192.016,16819.908,,3870.848,,54.332,0.04,305.152,0.224,,,1154.6,0.849,,,,,517.394,0.38,,,5266.976,4.824,3.93,6.459,3.034,4.304,2.805,7.105,2.554,15.865,2.429,22.232,2.833,,13.33,4.038,28.454,4.623,,9.191,0.059,0.076,0.146,0.011,,,-57.933,-4.18
Africa,2021,,1393676724,,77.735,0.056,1450.796,64.907,4.683,2610.896,70.958,2.794,1.874,,0.466,1.041,,0.259,433.855,0.311,,,,1945.343,49133.684,175521.578,20588.996,2918.013,6304.812,165352.703,17376.52,,4027.117,,56.299,0.04,326.296,0.234,,,1160.682,0.833,,,,,556.612,0.4,,,5612.5,4.648,3.908,6.358,2.896,4.317,2.829,7.092,2.56,15.812,2.482,22.27,2.87,,13.516,4.119,29.466,4.702,,9.186,0.06,0.077,0.148,0.011,,,,
